id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13845169,JJ266578,2025-05-23T19:05:00.000,010XX W LAKE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1214,012,27,28,06,1169328,1901620,2025,2025-05-31T15:43:34.000,41.885557376,-87.65364901,"{'latitude': '41.885557376', 'longitude': '-87.65364901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14917,29,63,46,44,15,92,27
13848109,JJ269198,2025-05-23T19:04:00.000,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1931,019,32,7,06,1162872,1918208,2025,2025-05-31T15:43:34.000,41.93121391,-87.676890454,"{'latitude': '41.93121391', 'longitude': '-87.676890454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,21190,68,743,40,16,5,172,32
13847041,JJ268783,2025-05-23T19:00:00.000,044XX S CALIFORNIA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0922,009,12,58,07,1158440,1875157,2025,2025-05-31T15:43:34.000,41.813169694,-87.694354933,"{'latitude': '41.813169694', 'longitude': '-87.694354933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29,22248,55,156,3,56,23,115,12
13846287,JJ267912,2025-05-23T19:00:00.000,070XX S MAPLEWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0832,008,17,66,08B,1160590,1857911,2025,2025-05-31T15:43:34.000,41.765800217,-87.686944209,"{'latitude': '41.765800217', 'longitude': '-87.686944209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,21867,64,383,31,58,13,207,17
13845704,JJ267206,2025-05-23T19:00:00.000,0000X W GRAND AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1831,018,42,8,06,1175668,1903887,2025,2025-05-31T15:43:34.000,41.891637993,-87.630299319,"{'latitude': '41.891637993', 'longitude': '-87.630299319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,36,55,14,73,42
13845219,JJ266653,2025-05-23T19:00:00.000,001XX E RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False,0114,001,42,32,06,1177619,1901296,2025,2025-05-31T15:43:34.000,41.884484068,-87.623213022,"{'latitude': '41.884484068', 'longitude': '-87.623213022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,87,42
13848981,JJ271024,2025-05-23T19:00:00.000,055XX N KEDZIE AVE,0810,THEFT,OVER $500,STREET,False,False,1712,017,39,13,06,1154047,1936545,2025,2025-05-31T15:43:34.000,41.981712678,-87.708829703,"{'latitude': '41.981712678', 'longitude': '-87.708829703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46,21849,13,167,38,20,1,48,39
13845124,JJ266552,2025-05-23T18:56:00.000,016XX W 59TH ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,0714,007,16,67,18,1166473,1865585,2025,2025-05-31T15:43:34.000,41.786735319,-87.665162422,"{'latitude': '41.786735319', 'longitude': '-87.665162422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,276,3,23,17,164,16
13845156,JJ266554,2025-05-23T18:56:00.000,011XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CTA PLATFORM,True,False,0123,001,4,32,15,1176517,1895340,2025,2025-05-31T15:43:34.000,41.868165405,-87.62743954,"{'latitude': '41.868165405', 'longitude': '-87.62743954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,38,12,10,35,22,144,9
13845891,JJ266672,2025-05-23T18:54:00.000,062XX S WOODLAWN AVE,0460,BATTERY,SIMPLE,STREET,False,False,0314,003,20,42,08B,1185286,1863972,2025,2025-05-31T15:43:34.000,41.78188721,-87.596235311,"{'latitude': '41.78188721', 'longitude': '-87.596235311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,427,4,60,18,273,20
13845175,JJ266555,2025-05-23T18:50:00.000,073XX S COLES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,0334,003,7,43,08A,1194945,1856971,2025,2025-05-31T15:43:34.000,41.762443327,-87.561054123,"{'latitude': '41.762443327', 'longitude': '-87.561054123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,421,37,24,18,213,5
13845301,JJ266556,2025-05-23T18:45:00.000,046XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1131,011,28,25,08B,1145430,1898285,2025,2025-05-31T15:43:34.000,41.876891619,-87.741492127,"{'latitude': '41.876891619', 'longitude': '-87.741492127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,22216,26,69,23,32,16,143,28
13845159,JJ266548,2025-05-23T18:42:00.000,013XX N HUDSON AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1821,018,27,8,08A,1173068,1909520,2025,2025-05-31T15:43:34.000,41.907153315,-87.639680572,"{'latitude': '41.907153315', 'longitude': '-87.639680572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41,14926,37,309,46,54,14,198,27
13845288,JJ266575,2025-05-23T18:37:00.000,066XX S HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0726,007,16,67,14,1163170,1860690,2025,2025-05-31T15:43:34.000,41.773372585,-87.677409913,"{'latitude': '41.773372585', 'longitude': '-87.677409913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",44,22257,65,282,2,23,17,205,16
13845322,JJ266522,2025-05-23T18:35:00.000,080XX S PRAIRIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0623,006,6,44,15,1179429,1851742,2025,2025-05-31T15:43:34.000,41.748462555,-87.618081197,"{'latitude': '41.748462555', 'longitude': '-87.618081197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,406,32,61,20,228,4
13845155,JJ266553,2025-05-23T18:33:00.000,041XX N CENTRAL AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,PARK PROPERTY,False,False,1624,016,38,15,03,1138273,1926870,2025,2025-05-31T15:43:34.000,41.955464548,-87.767077864,"{'latitude': '41.955464548', 'longitude': '-87.767077864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25,22618,15,26,19,52,12,15,38
13845273,JJ266563,2025-05-23T18:30:00.000,085XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,0632,006,8,44,08A,1183050,1848582,2025,2025-05-31T15:43:34.000,41.739707806,-87.604910739,"{'latitude': '41.739707806', 'longitude': '-87.604910739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,140,32,61,20,241,4
13846781,JJ268543,2025-05-23T18:30:00.000,040XX N WOLCOTT AVE,0810,THEFT,OVER $500,STREET,False,False,1912,019,47,5,06,1162954,1926802,2025,2025-05-31T15:43:34.000,41.954794595,-87.676347065,"{'latitude': '41.954794595', 'longitude': '-87.676347065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,21186,46,622,18,53,5,8,47
13845305,JJ266569,2025-05-23T18:30:00.000,011XX S DELANO CT E,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,0123,001,34,32,06,1175165,1895362,2025,2025-05-31T15:43:34.000,41.868256175,-87.632402287,"{'latitude': '41.868256175', 'longitude': '-87.632402287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14917,38,12,26,35,22,144,34
13852173,JJ275189,2025-05-23T18:30:00.000,074XX S RHODES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,0323,003,6,69,14,,,2025,2025-05-31T15:43:34.000,,,,,,,,,,,,
13845248,JJ266520,2025-05-23T18:30:00.000,003XX N MASON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1512,015,29,25,08B,1136712,1901595,2025,2025-05-31T15:43:34.000,41.886135205,-87.773423179,"{'latitude': '41.886135205', 'longitude': '-87.773423179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22216,26,618,7,32,25,85,29
13845160,JJ266632,2025-05-23T18:30:00.000,008XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,False,False,1833,018,2,8,08B,1177324,1905989,2025,2025-05-31T15:43:34.000,41.897368588,-87.624153855,"{'latitude': '41.897368588', 'longitude': '-87.624153855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,104,11,6,14,71,2
13846147,JJ267259,2025-05-23T18:30:00.000,046XX S PRINCETON AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,0925,009,3,37,06,1175062,1874304,2025,2025-05-31T15:43:34.000,41.810473646,-87.633410395,"{'latitude': '41.810473646', 'longitude': '-87.633410395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,3,189,9,37,23,106,8
13845383,JJ266579,2025-05-23T18:27:00.000,062XX S KIMBARK AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,True,False,0314,003,20,42,15,1185712,1863948,2025,2025-05-31T15:43:34.000,41.781811321,-87.594674264,"{'latitude': '41.781811321', 'longitude': '-87.594674264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,426,4,60,18,273,20
13845315,JJ266526,2025-05-23T18:22:00.000,097XX S LUELLA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,0431,004,7,51,04A,1192957,1840658,2025,2025-05-31T15:43:34.000,41.717727765,-87.568871404,"{'latitude': '41.717727765', 'longitude': '-87.568871404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,48,252,37,25,19,249,5
13845180,JJ266519,2025-05-23T18:21:00.000,051XX W CHICAGO AVE,0810,THEFT,OVER $500,RESTAURANT,False,False,1531,015,37,25,06,1141627,1904837,2025,2025-05-31T15:43:34.000,41.894942226,-87.755293723,"{'latitude': '41.894942226', 'longitude': '-87.755293723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,694,45,32,25,69,37
13845307,JJ266513,2025-05-23T18:20:00.000,119XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,0524,005,21,53,08B,1174455,1825762,2025,2025-05-31T15:43:34.000,41.677281744,-87.637077392,"{'latitude': '41.677281744', 'longitude': '-87.637077392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45,21861,50,60,22,19,10,220,21
13845184,JJ266512,2025-05-23T18:18:00.000,019XX W 35TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,0912,009,11,59,06,1164019,1881481,2025,2025-05-31T15:43:34.000,41.830407799,-87.67371278,"{'latitude': '41.830407799', 'longitude': '-87.67371278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14924,56,192,1,37,23,165,12
13845271,JJ266515,2025-05-23T18:17:00.000,022XX S HALSTED ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER (SPECIFY),False,False,1235,012,25,31,17,1171385,1889202,2025,2025-05-31T15:43:34.000,41.851436512,-87.646460241,"{'latitude': '41.851436512', 'longitude': '-87.646460241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14920,33,126,26,43,15,158,25
13847113,JJ268437,2025-05-23T18:10:00.000,006XX E GRAND AVE,0870,THEFT,POCKET-PICKING,OTHER COMMERCIAL TRANSPORTATION,False,False,1834,018,42,8,06,1180796,1904058,2025,2025-05-31T15:43:34.000,41.891990384,-87.611461502,"{'latitude': '41.891990384', 'longitude': '-87.611461502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,21182,37,534,36,6,14,74,42
13845145,JJ266481,2025-05-23T18:07:00.000,015XX S CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1021,010,24,29,15,1154285,1892188,2025,2025-05-31T15:43:34.000,41.859988632,-87.709141806,"{'latitude': '41.859988632', 'longitude': '-87.709141806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21569,30,34,14,57,21,153,24
13845564,JJ266982,2025-05-23T18:00:00.000,071XX S DORCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0324,003,8,43,07,1186771,1858016,2025,2025-05-31T15:43:34.000,41.765508374,-87.590979488,"{'latitude': '41.765508374', 'longitude': '-87.590979488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,21546,39,451,35,61,18,217,10
13845543,JJ266498,2025-05-23T18:00:00.000,028XX W COYLE AVE,0460,BATTERY,SIMPLE,STREET,False,False,2411,024,50,2,08B,1156274,1945976,2025,2025-05-31T15:43:34.000,42.007546902,-87.700383034,"{'latitude': '42.007546902', 'longitude': '-87.700383034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42,22528,20,32,27,12,11,35,50
13849051,JJ271090,2025-05-23T18:00:00.000,099XX S COMMERCIAL AVE,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,0431,004,10,51,04B,1197855,1839687,2025,2025-05-31T15:43:34.000,41.714942512,-87.550964686,"{'latitude': '41.714942512', 'longitude': '-87.550964686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47,21202,48,526,47,25,19,249,6
13848703,JJ270389,2025-05-23T18:00:00.000,012XX N LA SALLE DR,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1821,018,2,8,05,1174906,1908687,2025,2025-05-31T15:43:34.000,41.904826539,-87.632953857,"{'latitude': '41.904826539', 'longitude': '-87.632953857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51,14926,37,17,11,54,14,198,2
13845570,JJ267001,2025-05-23T18:00:00.000,043XX N TROY ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,1724,017,33,16,06,1154604,1928674,2025,2025-05-31T15:43:34.000,41.960103036,-87.706992838,"{'latitude': '41.960103036', 'longitude': '-87.706992838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,21538,16,214,20,39,1,13,33
13845775,JJ267267,2025-05-23T18:00:00.000,008XX W 33RD PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,0913,009,11,60,07,1171266,1882782,2025,2025-05-31T15:43:34.000,41.833822088,-87.647085269,"{'latitude': '41.833822088', 'longitude': '-87.647085269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26,14920,58,171,48,43,23,162,7
13846063,JJ267451,2025-05-23T18:00:00.000,079XX S WABASH AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,0623,006,6,44,06,1178086,1852461,2025,2025-05-31T15:43:34.000,41.750466105,-87.622980632,"{'latitude': '41.750466105', 'longitude': '-87.622980632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,40,406,32,61,20,228,4
13849224,JJ270311,2025-05-23T18:00:00.000,054XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,0234,002,5,41,14,1185138,1869629,2025,2025-05-31T15:43:34.000,41.797413962,-87.596600185,"{'latitude': '41.797413962', 'longitude': '-87.596600185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,441,33,10,24,124,3
13845732,JJ267235,2025-05-23T18:00:00.000,016XX N MEADE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2513,025,29,25,14,1135495,1910359,2025,2025-05-31T15:43:34.000,41.910206445,-87.777683915,"{'latitude': '41.910206445', 'longitude': '-87.777683915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",52,22615,26,597,7,2,6,196,29
13851091,JJ273662,2025-05-23T18:00:00.000,028XX W SHAKESPEARE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1414,014,1,22,05,1156862,1914305,2025,2025-05-31T15:43:34.000,41.920627928,-87.699082201,"{'latitude': '41.920627928', 'longitude': '-87.699082201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15,22535,23,322,41,1,7,182,1
13845284,JJ266490,2025-05-23T17:58:00.000,011XX W 50TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,0933,009,20,61,08B,1169689,1871646,2025,2025-05-31T15:43:34.000,41.8032982,-87.653195042,"{'latitude': '41.8032982', 'longitude': '-87.653195042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19,14924,59,708,4,37,23,118,20
13845085,JJ266496,2025-05-23T17:55:00.000,076XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,0624,006,6,69,06,1182884,1854628,2025,2025-05-31T15:43:34.000,41.756302533,-87.605331512,"{'latitude': '41.756302533', 'longitude': '-87.605331512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21546,67,497,32,61,20,227,4
13845278,JJ266499,2025-05-23T17:51:00.000,033XX S STATE ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,0211,002,3,35,04A,1176824,1882968,2025,2025-05-31T15:43:34.000,41.834208833,-87.626686261,"{'latitude': '41.834208833', 'longitude': '-87.626686261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,21194,1,25,9,40,24,169,8
13845135,JJ266484,2025-05-23T17:47:00.000,104XX S INDIANA AVE,0560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,0512,005,9,49,08A,1179427,1835794,2025,2025-05-31T15:43:34.000,41.70469929,-87.618573767,"{'latitude': '41.70469929', 'longitude': '-87.618573767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,45,236,43,19,10,256,11
13848291,JJ266831,2025-05-23T17:45:00.000,083XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0423,004,7,46,14,1193627,1850045,2025,2025-05-31T15:43:34.000,41.743470197,-87.566111054,"{'latitude': '41.743470197', 'longitude': '-87.566111054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,21202,42,507,37,25,19,240,5
13846143,JJ267143,2025-05-23T17:44:00.000,048XX N SIMONDS DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2024,020,48,3,14,1171086,1932641,2025,2025-05-31T15:43:34.000,41.970642017,-87.646280548,"{'latitude': '41.970642017', 'longitude': '-87.646280548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40,22616,31,635,16,15,2,14,48
13846122,JJ267198,2025-05-23T17:40:00.000,012XX S Michigan Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,0131,001,34,33,06,1177422,1894782,2025,2025-05-31T15:43:34.000,41.86661375,-87.62413407,"{'latitude': '41.86661375', 'longitude': '-87.62413407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14913,34,374,9,35,22,148,34
13845462,JJ266729,2025-05-23T17:35:00.000,001XX W GRAND AVE,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",False,False,1831,018,42,8,08B,1174841,1903865,2025,2025-05-31T15:43:34.000,41.891596177,-87.633337138,"{'latitude': '41.891596177', 'longitude': '-87.633337138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,4446,37,670,36,55,14,73,42
13845319,JJ266445,2025-05-23T17:33:00.000,039XX W ARTHINGTON ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1132,011,24,26,08A,1150235,1895744,2025,2025-05-31T15:43:34.000,41.86982655,-87.723915708,"{'latitude': '41.86982655', 'longitude': '-87.723915708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36,21572,27,702,14,30,16,142,24
13847270,JJ268963,2025-05-23T17:30:00.000,026XX N OAK PARK AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,2512,025,36,18,05,1130639,1916776,2025,2025-05-31T15:43:34.000,41.927900439,-87.795375417,"{'latitude': '41.927900439', 'longitude': '-87.795375417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,4454,18,136,44,3,6,183,36
13845151,JJ266451,2025-05-23T17:30:00.000,055XX W POTOMAC AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,2532,025,37,25,03,1139135,1908109,2025,2025-05-31T15:43:34.000,41.903966696,-87.764366605,"{'latitude': '41.903966696', 'longitude': '-87.764366605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,599,45,5,6,145,37
13845314,JJ266612,2025-05-23T17:30:00.000,071XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,False,False,0334,003,7,43,08A,1194486,1858322,2025,2025-05-31T15:43:34.000,41.766161865,-87.562692028,"{'latitude': '41.766161865', 'longitude': '-87.562692028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,22538,39,417,37,24,18,213,5
13845103,JJ266491,2025-05-23T17:30:00.000,071XX S LOWE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0732,007,6,68,04B,1173379,1857638,2025,2025-05-31T15:43:34.000,41.764777777,-87.640076312,"{'latitude': '41.764777777', 'longitude': '-87.640076312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31,21559,66,511,32,11,17,214,4
13845285,JJ266622,2025-05-23T17:30:00.000,065XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,False,False,0312,003,20,69,08B,1180044,1861789,2025,2025-05-31T15:43:34.000,41.776018543,-87.615520426,"{'latitude': '41.776018543', 'longitude': '-87.615520426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,67,332,4,60,18,277,20
13845212,JJ266463,2025-05-23T17:30:00.000,052XX W LAKE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1523,015,37,25,15,1141557,1902021,2025,2025-05-31T15:43:34.000,41.887216076,-87.755620452,"{'latitude': '41.887216076', 'longitude': '-87.755620452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,674,45,32,25,84,37
13852131,JJ275043,2025-05-23T17:30:00.000,056XX S SPAULDING AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,0822,008,14,63,04A,,,2025,2025-05-31T15:43:34.000,,,,,,,,,,,,
13848720,JJ270695,2025-05-23T17:29:00.000,018XX W HARRISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,False,False,1231,012,27,28,11,1164057,1897402,2025,2025-05-31T15:43:34.000,41.874095762,-87.673124235,"{'latitude': '41.874095762', 'longitude': '-87.673124235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,21184,29,90,46,28,15,136,27
13845082,JJ266509,2025-05-23T17:28:00.000,002XX N WABASH AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,0111,001,42,32,08A,1176777,1901808,2025,2025-05-31T15:43:34.000,41.885908101,-87.626289429,"{'latitude': '41.885908101', 'longitude': '-87.626289429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14309,38,580,36,42,22,88,42
13845938,JJ266475,2025-05-23T17:25:00.000,100XX W OHARE ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,AIRPORT EXTERIOR - NON-SECURE AREA,False,False,1651,016,41,76,24,1100658,1934241,2025,2025-05-31T15:43:34.000,41.976290414,-87.905227221,"{'latitude': '41.976290414', 'longitude': '-87.905227221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34,16197,75,668,29,38,12,24,41
13846163,JJ267244,2025-05-23T17:20:00.000,033XX N DAMEN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1921,019,32,5,06,1162425,1922163,2025,2025-05-31T15:43:34.000,41.942076043,-87.678422063,"{'latitude': '41.942076043', 'longitude': '-87.678422063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,4449,46,647,40,39,5,21,32
13845034,JJ266434,2025-05-23T17:20:00.000,032XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1421,014,26,23,06,1154595,1910455,2025,2025-05-31T15:43:34.000,41.910108908,-87.707514877,"{'latitude': '41.910108908', 'longitude': '-87.707514877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,22535,24,455,49,5,7,190,26
13845406,JJ266460,2025-05-23T17:20:00.000,011XX E 54TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,0233,002,5,41,04B,1184549,1869824,2025,2025-05-31T15:43:34.000,41.797962889,-87.598753991,"{'latitude': '41.797962889', 'longitude': '-87.598753991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,21192,8,441,33,10,24,124,3
13845363,JJ266697,2025-05-23T17:05:00.000,002XX S CANAL ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,OTHER RAILROAD PROPERTY / TRAIN DEPOT,False,True,0121,001,42,28,20,1173178,1899208,2025,2025-05-31T15:43:34.000,41.878854148,-87.63958278,"{'latitude': '41.878854148', 'longitude': '-87.63958278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48,14914,29,786,36,46,22,91,42
28710,JJ266335,2025-05-23T17:02:00.000,020XX W 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,False,False,0735,007,17,67,01A,1164133,1857575,2025,2025-05-31T15:43:34.000,41.764804389,-87.673967305,"{'latitude': '41.764804389', 'longitude': '-87.673967305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,22257,65,283,31,23,17,7,17
