id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location,:@computed_region_awaf_s7ux,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_rpca_8um6,:@computed_region_d9mm_jgwp,:@computed_region_d3ds_rm58,:@computed_region_8hcu_yrd4
13845434,JJ266853,2025-05-23T23:51:00.000,043XX S DEARBORN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,0215,002,3,38,15,1176692,1876289,2025,2025-05-31T15:43:34.000,41.815884078,-87.627371969,"{'latitude': '41.815884078', 'longitude': '-87.627371969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,14924,4,219,9,37,24,98,8
13845475,JJ266812,2025-05-23T23:50:00.000,091XX S SAGINAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,0423,004,7,48,14,1195469,1844888,2025,2025-05-31T15:43:34.000,41.729273691,-87.559531874,"{'latitude': '41.729273691', 'longitude': '-87.559531874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,21202,44,493,37,25,19,238,5
13845461,JJ266826,2025-05-23T23:50:00.000,051XX W CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,False,False,1531,015,37,25,26,1141736,1904839,2025,2025-05-31T15:43:34.000,41.894945698,-87.754893341,"{'latitude': '41.894945698', 'longitude': '-87.754893341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,22216,26,694,45,32,25,69,37
13845427,JJ266816,2025-05-23T23:48:00.000,011XX N LAWLER AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1531,015,37,25,04B,1142489,1907080,2025,2025-05-31T15:43:34.000,41.901081298,-87.752071974,"{'latitude': '41.901081298', 'longitude': '-87.752071974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,4299,26,585,45,5,25,69,37
13845429,JJ266827,2025-05-23T23:46:00.000,026XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,1032,010,25,30,14,1154459,1886183,2025,2025-05-31T15:43:34.000,41.843506743,-87.708663447,"{'latitude': '41.843506743', 'longitude': '-87.708663447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14,21569,32,146,1,57,21,166,25
13848472,JJ267203,2025-05-23T23:45:00.000,0000X W ELM ST,0810,THEFT,OVER $500,BAR OR TAVERN,False,False,1824,018,2,8,06,1175930,1908090,2025,2025-05-31T15:43:34.000,41.90316534,-87.629210442,"{'latitude': '41.90316534', 'longitude': '-87.629210442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",22,14926,37,230,11,54,14,197,2
13845440,JJ266822,2025-05-23T23:40:00.000,027XX N RUTHERFORD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2512,025,36,18,08B,1130953,1917427,2025,2025-05-31T15:43:34.000,41.92968145,-87.794206521,"{'latitude': '41.92968145', 'longitude': '-87.794206521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39,4454,18,136,44,3,6,183,36
13845580,JJ266996,2025-05-23T23:33:00.000,005XX W OAKDALE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1934,019,44,6,11,1172156,1919860,2025,2025-05-31T15:43:34.000,41.935546943,-87.642724821,"{'latitude': '41.935546943', 'longitude': '-87.642724821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,4449,57,102,25,22,5,30,44
13845437,JJ266806,2025-05-23T23:33:00.000,113XX S LANGLEY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,0531,005,9,50,04B,1182937,1829848,2025,2025-05-31T15:43:34.000,41.688302018,-87.60590464,"{'latitude': '41.688302018', 'longitude': '-87.60590464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30,21861,47,601,43,19,10,265,11
13845468,JJ266819,2025-05-23T23:30:00.000,066XX S INGLESIDE AVE,0580,STALKING,SIMPLE,APARTMENT,False,True,0321,003,20,42,08A,1183698,1861201,2025,2025-05-31T15:43:34.000,41.774320542,-87.602143632,"{'latitude': '41.774320542', 'longitude': '-87.602143632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,22260,9,347,33,60,18,206,20
13845498,JJ266896,2025-05-23T23:30:00.000,043XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,False,False,1111,011,28,23,14,1147321,1903602,2025,2025-05-31T15:43:34.000,41.891446079,-87.734412628,"{'latitude': '41.891446079', 'longitude': '-87.734412628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,21572,24,99,23,30,16,68,28
13848184,JJ266809,2025-05-23T23:30:00.000,062XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,0313,003,20,42,04B,1182638,1863733,2025,2025-05-31T15:43:34.000,41.781293251,-87.60595085,"{'latitude': '41.781293251', 'longitude': '-87.60595085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",53,22260,9,471,4,60,18,275,20
